11211,275,OnPremises_03-4
11209,277,OnPremises_03-6
11187,286,PA22-12
11227,264,BAN-3
11182,291,OnPremises--10
11177,293,CMJ1-1
11160,296,CES/0725/078-5
11161,295,CES/0725/078-4
11162,294,CES/0725/078-3
11186,287,OnPremises--6
11183,290,OnPremises--9
10499,489,CES/0326/119-23
11185,288,OnPremises--7
11178,292,CES/0825/087-6
11028,297,CES/0326/.....-21
11016,309,CES/0326/119-6
11005,320,CES/0326/119-17
11004,321,CES/0326/119-18
11002,323,CES/0326/119-20
10998,327,CES/0326/118-8
11001,324,CES/0326/119-21
11503,93,PA21-1
11006,319,CES/0326/119-16
11007,318,CES/0326/119-15
11008,317,CES/0326/119-14
11009,316,CES/0326/119-13
11011,314,CES/0326/119-11
11012,313,CES/0326/119-10
11000,325,CES/0326/118-6
11015,310,CES/0326/119-7
11014,311,CES/0326/119-8
11010,315,CES/0326/119-12
10999,326,CES/0326/118-7
10989,336,CES/0326/...-1
10988,337,CES/0326/...-2
10990,335,CES/0326/118-16
10932,348,CES/0326/118-17
10930,350,CES/0326/118-19
11360,169,CES/0426/121-22
10735,357,PP-01-42
11377,153,CES/0426/121-6
10987,338,CES/0326/...-3
10957,346,CES/0326/...-11
10773,353,CES/1225/107-1
10772,354,CES/1225/107-2
11356,173,CES/0426/121-26
10771,355,CES/1225/107-3
10770,356,CES/1225/107-4
11380,150,CES/0426/121-3
11782,3,IDB-1
10733,359,PP-01-44
10711,378,PP-01-63
10671,400,PP-01-85
10632,432,PP-01-117
10646,424,PP-01-109
10530,466,CES/0326/..-11
10528,468,CES/0326/..-13
10527,469,CES/0326/..-14
10525,471,CES/0326/..-16
10567,460,FCD-26
10535,461,CES/0326/..-6
9446,666,CES/1025/097-5-7
9074,935,CES/0625/075-7
10494,494,CES/0326/119-28
10493,495,CES/0326/119-29
9073,936,CES/0625/075-8
10529,467,CES/0326/..-12
9385,703,CES/1025/096###-14
10532,464,CES/0326/..-9
10531,465,CES/0326/..-10
10534,462,CES/0326/..-7
10610,454,PP-01-139
10497,491,CES/0326/119-25
10496,492,CES/0326/119-26
10533,463,CES/0326/..-8
9072,937,CES/0625/075-9
9156,906,CES/1025/095-17
10476,512,CES/0326/117-24
10475,513,CES/0326/117-25
10473,515,CES/0326/117-27
10472,516,CES/0326/117-28
10487,501,CES/0326/118-24
10486,502,CES/0326/118-25
10495,493,CES/0326/119-27
10492,496,CES/0326/119-30
10491,497,CES/0326/119-31
10488,500,CES/0326/118-23
10471,517,CES/0326/117-29
9591,598,CES/1225/109-8
10489,499,CES/0326/118-22
10483,505,CES/0326/118-28
10164,526,On Premises-2
7784,1085,CES/0126/107.1-9
10163,527,On Premises-3
7782,1087,CES/0126/107.1-11
7781,1088,CES/0126/107.1-12
7780,1089,CES/0126/107.1-13
7778,1091,CES/0126/107.1-15
7777,1092,CES/0126/107.1-16
9590,599,CES/1225/109-9
10398,520,PA22-13
10101,530,CMJ-6
10100,531,CMJ-7
10140,528,CES/0825/087-7
10397,521,PA22-14
10099,532,CMJ-8
10097,534,CMJ-10
7776,1093,CES/0126/107.1-17
7774,1095,CES/0126/107.1-19
7773,1096,CES/0126/107.1-20
7772,1097,CES/0126/107.1-21
7771,1098,CES/0126/107.1-22
7770,1099,CES/0126/107.1-23
7769,1100,CES/0126/107.1-24
9955,557,On Premises-9
9934,559,On Premises-11
9932,561,On Premises-13
9749,564,CES/0326/116-3
10078,550,CMJ-26
10606,458,PP-01-143
10082,546,CMJ-22
9748,565,CES/0326/116-4
9747,566,CES/0326/116-5
9989,552,On Premises-4
9959,553,On Premises-5
9958,554,On Premises-6
9957,555,On Premises-7
9956,556,On Premises-8
9935,558,On Premises-10
9933,560,On Premises-12
9903,562,On Premises-14
9773,563,On Premises-2-1
9593,596,CES/1225/109-6
9594,595,CES/1225/109-5
9595,594,CES/1225/109-4
9596,593,CES/1225/109-3
10614,450,PP-01-135
9598,591,CES/1225/109-1
9689,579,On Premises-16
9741,571,CES/0326/116-10
9740,572,CES/0326/116-11
9739,573,CES/0326/116-12
9738,574,CES/0326/116-13
9736,576,CES/0326/116-15
9735,577,CES/0326/116-16
9725,578,On Premises-15
9671,581,On Premises-18
10629,435,PP-01-120
9582,607,CES/1225/109-17
9574,615,CES/1225/109-25
9580,609,CES/1225/109-19
9583,606,CES/1225/109-16
9586,603,CES/1225/109-13
9587,602,CES/1225/109-12
9585,604,CES/1225/109-14
9584,605,CES/1225/109-15
9581,608,CES/1225/109-18
9578,611,CES/1225/109-21
9577,612,CES/1225/109-22
9576,613,CES/1225/109-23
9573,616,CES/1225/109-26
9572,617,CES/1225/109-27
9571,618,CES/1225/109-28
9570,619,CES/1225/104.1-7
9569,620,CES/1225/104.1-8
9461,653,CES/1225/104-Kolkatta-1
9474,643,CES/1225/104-Delhi-2-1
9473,644,CES/1225/104-Delhi-2-2
9472,645,CES/1225/104-Delhi-2-3
9523,634,CES/1225/103-1
9519,636,CES/1025/093-1
9518,637,CES/1025/093-2
9517,638,CES/1025/093-3
9513,639,CES/0625/075-1
9503,640,CES/0625/075-2
9460,654,CES/1225/104-Kolkatta-2
9459,655,CES/1225/104-Kolkatta-3
9526,631,CES/1025/097-5-1
9501,642,CES/0625/075-4
9525,632,CES/1025/097-5-2
11564,68,CES/1225/111-1
11482,104,OnPremises_03-1
9391,697,CES/1025/096###-8
9449,663,CES/1025/097-5-4
11675,25,PP-01-16
9456,658,CES/1225/104-Kolkatta-6
9455,659,CES/1225/104-Kolkatta-7
9454,660,CES/1225/104-Kolkatta-8
9453,661,CES/1225/104-Kolkatta-9
9452,662,CES/1225/104-Kolkatta-10
11823,1,CES/0825/087-1
9448,664,CES/1025/097-5-5
11561,69,CES/1225/104.1-1
9447,665,CES/1025/097-5-6
9390,698,CES/1025/096###-9
11543,87,PP-01-25
10652,418,PP-01-103
9440,672,CES/1025/097-5-13
9438,674,CES/1025/097-5-15
9437,675,CES/1025/097-5-16
9436,676,CES/1025/097-5-17
5539,1184,CES/0625/074-3
9398,690,CES/1025/096###-1
9397,691,CES/1025/096###-2
11439,128,CES/0326/..-1
9298,787,CES/1225/111-11
9393,695,CES/1025/096###-6
9392,696,CES/1025/096###-7
11437,130,CES/1225/110-1
9216,852,CES/1225/103-18
9259,811,CES/1025/093-5
9255,815,CES/1025/093-9
9302,783,CES/1225/111-7
9330,755,CES/1225/107-10
10678,393,PP-01-78
9365,720,CES/0625/071-1
9364,721,CES/0625/071-2
9363,722,CES/0625/071-3
9362,723,CES/0625/071-4
9361,724,CES/0625/071-5
9360,725,CES/0625/071-6
9359,726,CES/0625/071-7
9358,727,CES/0625/071-8
9357,728,CES/0625/071-9
9383,705,CES/1025/096###-16
9355,730,CES/0625/071-11
9354,731,CES/0625/071-12
9351,734,CES/0625/071-15
10656,414,PP-01-99
5538,1185,CES/0625/074-4
9334,751,CES/1225/107-6
9304,781,CES/1225/111-5
10703,386,PP-01-71
9329,756,CES/1225/107-11
10713,376,PP-01-61
9301,784,CES/1225/111-8
9300,785,CES/1225/111-9
10714,375,PP-01-60
9257,813,CES/1025/093-7
9256,814,CES/1025/093-8
11465,115,PP-01-33
9228,840,CES/1225/103-6
9197,868,CES/1025/097-4-5
11461,119,PP-01-37
9145,913,CES/1225/104-Delhi-1-2
9170,892,CES/1025/095-3
11472,108,PP-01-26
9130,927,CES/1025/097-4-27
9076,933,CES/0625/075-5
9137,920,CES/1025/095-28
9136,921,CES/1025/095-29
9127,930,CES/1025/095-30
9133,924,CES/1225/104-Delhi-1-6
9132,925,CES/1225/104-Delhi-1-7
11464,116,PP-01-34
9131,926,CES/1225/104-Delhi-1-8
9101,932,CES/1225/104-1
9062,947,CES/0625/075-19
9061,948,CES/0625/075-20
9060,949,CES/0625/075-21
9059,950,CES/0625/075-22
9058,951,CES/0625/075-23
9057,952,CES/0625/075-24
9056,953,CES/0625/075-25
11667,33,PP-01-24
9042,954,CES/1225/110-3
11463,117,PP-01-35
8993,983,CES/1225/108-2
8992,984,CES/1225/108-3
8991,985,CES/1225/108-4
8988,988,CES/1225/108-7
8987,989,CES/1225/108-8
8986,990,CES/1225/108-9
8985,991,CES/1225/108-10
8984,992,CES/1225/108-11
8904,1012,CES/1025/096-1
8903,1013,CES/1025/096-2
8902,1014,CES/1025/096-3
8901,1015,CES/1025/096-4
8897,1017,CES/1025/096-6
8896,1018,CES/1025/096-7
8895,1019,CES/1025/096-8
8894,1020,CES/1025/096-9
8947,1010,CES/1225/104-2
11671,29,PP-01-20
8975,1001,CES/1225/108-20
8893,1021,CES/1025/096-10
8888,1026,CES/1025/096-15
11677,23,PP-01-14
8685,1046,CES/0126/107.1-3
8634,1049,CES/1225/104-3
8730,1043,CES/0825/087-10
8655,1048,CES/0225/054-1
8887,1027,CES/1025/096-16
8492,1051,CES/0225/054-3
8050,1068,CES/0825/087-14
8048,1070,CES/0825/087-16
8408,1052,CES/0225/054-4
8253,1059,CES/0225/054-6
8053,1065,CES/0825/087-11
8264,1055,CES/1225/104-5
8263,1056,CES/1225/104-6
8258,1057,CES/1225/104-7
8052,1066,CES/0825/087-12
8047,1071,CES/0825/087-17
7768,1101,CES/0126/107.1-25
10083,545,CMJ-21
11188,285,IDB-6
7981,1080,CES/0225/054-7
8040,1078,CES/0825/087-24
8039,1079,CES/0825/087-25
7788,1081,CES/0126/107.1-5
7787,1082,CES/0126/107.1-6
11184,289,OnPremises--8
11307,206,CES/0326/119A-13
11344,182,CES/0326/117-10
11340,186,CES/0326/117-14
11250,255,CES/0326/.....-18
11210,276,OnPremises_03-5
11484,102,FCD-21
11376,154,CES/0426/121-7
11276,233,CES/0326/..-4
10520,476,CES/0326/..-21
7766,1103,CES/0126/107.1-27
7690,1104,CES/0126/107.0-1
7689,1105,CES/0126/107.0-2
11279,231,CES/0326/....-5
11348,178,CES/0326/117-6
7176,1127,CES/0625/072-1
7175,1128,CES/0625/069-1
7153,1131,PA22-18
7174,1129,CES/0625/068-1
7173,1130,CES/0625/067-1
7686,1108,CES/0126/107.0-5
6184,1155,CES/0625/074-1
6185,1154,CES/0625/070-1
6315,1149,CES/0825/084B-1
6314,1150,CES/0825/084B-2
6187,1152,CES/0625/073-1
6919,1144,CES/0725/079-12
6186,1153,CES/0625/068-2
6945,1133,CES/0225/054-9
6548,1147,CES/0225/054-10
6930,1134,CES/0725/079-2
6929,1135,CES/0725/079-3
6928,1136,CES/0725/079-4
6142,1157,GDC1-1
5839,1161,CES/0425/059-1
6086,1158,CES/0225/054-13
5567,1162,CES/0425/059-2
5566,1163,CES/0325/056-2
5563,1164,CES/0325/056-3
5540,1183,CES/0625/074-2
11334,192,CES/0326/117-20
6019,1159,CES/0825/084B-3
5550,1173,CES/0625/075-26
5557,1166,CES/1224/050-3
5549,1174,CES/0625/075-27
5548,1175,CES/0625/075-28
5547,1176,CES/0625/075-29
5545,1178,CES/0625/073-2
5544,1179,CES/0625/073-3
5543,1180,CES/0625/073-4
5556,1167,CES/1224/050-4
10477,511,CES/0326/117-23
5489,1214,RAP-1
5488,1215,RAP-2
5487,1216,RAP-3
5494,1209,ATP-1
5493,1210,ATP-2
5492,1211,ATP-3
5491,1212,ATP-4
5490,1213,ATP-5
5506,1208,CES/0725/078-6
2618,1269,CES/0225/054-24
5536,1187,CES/0625/074-6
5535,1188,CES/0625/070-2
5534,1189,CES/0625/070-3
5532,1191,CES/0625/070-5
5519,1198,CES/0625/068-3
5518,1199,CES/0625/068-4
5517,1200,CES/0625/068-5
5516,1201,CES/0625/068-6
5515,1202,CES/0625/068-7
5514,1203,CES/0625/067-2
5513,1204,CES/0625/067-3
5512,1205,CES/0625/067-4
5511,1206,CES/0625/067-5
5510,1207,CES/0625/067-6
5484,1219,CES/0825/084B-4
5463,1236,CES/1125/097-4
5462,1237,CES/1125/097-5
5485,1218,RAP-5
5469,1230,18L-1
10484,504,CES/0326/118-27
5483,1220,CES/0825/084B-5
5287,1243,CES/0225/054-20
5482,1221,CES/0825/084B-6
5332,1241,CES/1125/097-6
5474,1225,GDC1-2
5473,1226,GDC1-3
5472,1227,GDC1-4
5468,1231,18L-2
5467,1232,18L-3
5461,1238,18L-4
5459,1239,18L-5
5234,1245,18L-6
5475,1224,CES/0825/084A-1
3919,1252,CES/0625/074-7
2785,1264,CES/0625/074-8
2786,1263,CES/0625/068-8
2612,1272,CES/0625/068-9
3748,1253,CES/0625/070-7
10993,332,CES/0326/118-13
2787,1262,CES/0625/073-7
4542,1251,CES/0725/079-14
3333,1254,CES/0725/079-15
2722,1267,CES/0725/045 - A-5
2789,1260,CES/0625/072-8
5209,1248,CES/0225/054-22
2739,1266,CES/0625/072-9
3330,1257,CES/0725/045 - A-3
2721,1268,CES/0725/045 - A-6
2611,1273,CES/0625/067-7
2788,1261,CES/1224/040-1
2807,1259,CES/1224/0401-1
3331,1256,CES/0725/079-17
2610,1274,CES/0625/067-8
10469,519,CES/0326/117-31
11017,308,CES/0326/.....-32
10997,328,CES/0326/118-9
10279,525,On Premises-1
9653,590,On Premises-27
10991,334,CES/0326/118-15
10498,490,CES/0326/119-24
9745,568,CES/0326/116-7
10734,358,PP-01-43
10490,498,CES/0326/119-32
10017,551,CES/0326/116-2
9742,570,CES/0326/116-9
3329,1258,CES/0725/045 - A-4
9588,601,CES/1225/109-11
11003,322,CES/0326/119-19
9394,694,CES/1025/096###-5
9445,667,CES/1025/097-5-8
11221,267,On Premises-1-1
9520,635,CES/1225/103-2
9575,614,CES/1225/109-24
9458,656,CES/1225/104-Kolkatta-4
9457,657,CES/1225/104-Kolkatta-5
9356,729,CES/0625/071-10
9352,733,CES/0625/071-14
9439,673,CES/1025/097-5-14
9063,946,CES/0625/075-18
1719,1276,CES/0725/079-19
9171,891,CES/1025/095-2
9165,897,CES/1025/095-8
9039,957,CES/1225/110-6
9384,704,CES/1025/096###-15
9370,718,CES/1025/096###-29
9138,919,CES/1025/095-27
11013,312,CES/0326/119-9
8890,1024,CES/1025/096-13
8550,1050,CES/0225/054-2
2614,1270,CES/0225/054-25
8889,1025,CES/1025/096-14
11026,299,CES/0326/.....-23
9737,575,CES/0326/116-14
9027,969,CES/1225/110-18
11300,211,CES/0326/119A-18
11019,306,CES/0326/.....-30
9568,621,CES/1225/104.1-9
9559,629,CES/1225/104.1-17
9189,876,CES/1025/097-4-13
9187,878,CES/1025/097-4-15
9146,912,CES/1225/104-Delhi-1-1
8989,987,CES/1225/108-6
8976,1000,CES/1225/108-19
8974,1002,CES/1225/108-21
8686,1045,CES/0126/107.1-2
7779,1090,CES/0126/107.1-14
7775,1094,CES/0126/107.1-18
7687,1107,CES/0126/107.0-4
9441,671,CES/1025/097-5-12
8046,1072,CES/0825/087-18
9311,774,CES/1225/107-29
9371,717,CES/1025/096###-28
9426,686,CES/1025/097-5-27
9258,812,CES/1025/093-6
9235,833,CES/1025/093-27
9288,797,CES/1225/111-21
9277,808,CES/1225/111-32
9200,865,CES/1025/097-4-2
9198,867,CES/1025/097-4-4
9188,877,CES/1025/097-4-14
8900,1016,CES/1025/096-5
11462,118,PP-01-36
11429,137,PP-01-38
11291,220,PP-01-41
10732,360,PP-01-45
10731,361,PP-01-46
10730,362,PP-01-47
10729,363,PP-01-48
10728,364,PP-01-49
10727,365,PP-01-50
10726,366,PP-01-51
10725,367,PP-01-52
10721,368,PP-01-53
10720,369,PP-01-54
10719,370,PP-01-55
10718,371,PP-01-56
5466,1233,CES/1125/097-1
9375,713,CES/1025/096###-24
11483,103,PA22-7
6549,1146,CES/0926/07-1
4635,1250,CES/0926/07-2
8747,1042,CES/0825/087-9
8049,1069,CES/0825/087-15
10717,372,PP-01-57
10716,373,PP-01-58
11542,88,PA22-5
10395,523,PA22-16
8345,1054,CES/0225/054-5
9565,623,CES/1225/104.1-11
6926,1138,CES/0725/079-6
3332,1255,CES/0725/079-16
9327,758,CES/1225/107-13
9350,735,CES/0625/071-16
7767,1102,CES/0126/107.1-26
5542,1181,CES/0625/073-5
5541,1182,CES/0625/073-6
5471,1228,GDC1-5
5351,1240,GDM-1
10715,374,PP-01-59
10712,377,PP-01-62
10710,379,PP-01-64
10709,380,PP-01-65
10708,381,PP-01-66
10707,382,PP-01-67
10706,383,PP-01-68
10705,384,PP-01-69
10704,385,PP-01-70
10684,387,PP-01-72
10683,388,PP-01-73
10682,389,PP-01-74
10681,390,PP-01-75
10680,391,PP-01-76
10679,392,PP-01-77
10677,394,PP-01-79
10676,395,PP-01-80
10675,396,PP-01-81
11269,236,CES/0326/119-4
10674,397,PP-01-82
10673,398,PP-01-83
10672,399,PP-01-84
10670,401,PP-01-86
10669,402,PP-01-87
10668,403,PP-01-88
10667,404,PP-01-89
10666,405,PP-01-90
10665,406,PP-01-91
10664,407,PP-01-92
10663,408,PP-01-93
10662,409,PP-01-94
10661,410,PP-01-95
10660,411,PP-01-96
10658,412,PP-01-97
11446,122,CES/0326/119A-2
11749,5,PA2-2
11590,60,PA2-5
11587,61,PA2-6
11560,70,PA2-8
11559,71,PA2-9
11558,72,PA2-10
11528,90,CES/0825/087-5
8051,1067,CES/0825/087-13
8045,1073,CES/0825/087-19
8042,1076,CES/0825/087-22
8041,1077,CES/0825/087-23
11684,16,PP-01-7
11683,17,PP-01-8
11682,18,PP-01-9
11679,21,PP-01-12
11678,22,PP-01-13
11670,30,PP-01-21
11669,31,PP-01-22
10657,413,PP-01-98
11668,32,PP-01-23
11644,38,LEC-2
11586,62,LEC-5
11470,110,PP-01-28
11555,75,PA2-13
11680,20,PP-01-11
10102,529,CMJ-5
10085,543,CMJ-19
10084,544,CMJ-20
11609,54,PA2-3
11487,99,FCD-18
11689,12,PP-01-3
11674,26,PP-01-17
11337,189,CES/0326/117-17
10478,510,CES/0326/117-22
10474,514,CES/0326/117-26
11268,237,CES/0326/119-5
10986,339,CES/0326/...-4
10515,481,CES/0326/..-26
10992,333,CES/0326/118-14
11312,201,CES/0326/119A-8
11267,238,CES/0326/118-3
10985,340,CES/0326/...-5
11190,283,CES/0326/118-4
11189,284,CES/0326/118-5
10984,341,CES/0326/...-6
10983,342,CES/0326/...-7
9035,961,CES/1225/110-10
9129,928,CES/1225/104-Delhi-1-9
9025,971,CES/1225/110-20
11246,257,CES/0326/.....-20
8994,982,CES/1225/108-1
8978,998,CES/1225/108-17
8687,1044,CES/0126/107.1-1
8684,1047,CES/0126/107.1-4
7783,1086,CES/0126/107.1-10
9579,610,CES/1225/109-20
9592,597,CES/1225/109-7
11435,132,CES/1225/104.1-4
8990,986,CES/1225/108-5
9563,625,CES/1225/104.1-13
11265,240,CES/0326/.....-3
9597,592,CES/1225/109-2
8977,999,CES/1225/108-18
8044,1074,CES/0825/087-20
8930,1011,CES/0825/087-8
8852,1040,CES/1025/096-29
9335,750,CES/1225/107-5
9172,890,CES/1025/095-1
9155,907,CES/1025/095-18
9139,918,CES/1025/095-26
9231,837,CES/1225/103-3
9260,810,CES/1025/093-4
9245,825,CES/1025/093-19
9305,780,CES/1225/111-4
9303,782,CES/1225/111-6
9290,795,CES/1225/111-19
9201,864,CES/1025/097-4-1
9199,866,CES/1025/097-4-3
7520,1121,CES/0126/107.0-18
9434,678,CES/1025/097-5-19
9230,838,CES/1225/103-4
9229,839,CES/1225/103-5
9194,871,CES/1025/097-4-8
11575,66,PA22-4
5526,1197,CES/0625/072-7
2784,1265,CES/0725/078-7
11469,111,PP-01-29
11468,112,PP-01-30
11467,113,PP-01-31
11466,114,PP-01-32
5465,1234,CES/1125/097-2
5464,1235,CES/1125/097-3
9374,714,CES/1025/096###-25
9369,719,CES/1025/096###-30
9353,732,CES/0625/071-13
5233,1246,18L-7
10655,415,PP-01-100
10654,416,PP-01-101
10653,417,PP-01-102
10651,419,PP-01-104
10650,420,PP-01-105
10649,421,PP-01-106
10648,422,PP-01-107
10647,423,PP-01-108
10645,425,PP-01-110
10644,426,PP-01-111
10643,427,PP-01-112
10642,428,PP-01-113
10641,429,PP-01-114
10640,430,PP-01-115
10639,431,PP-01-116
10631,433,PP-01-118
10630,434,PP-01-119
10628,436,PP-01-121
10627,437,PP-01-122
10626,438,PP-01-123
10625,439,PP-01-124
10624,440,PP-01-125
10623,441,PP-01-126
10622,442,PP-01-127
10621,443,PP-01-128
10620,444,PP-01-129
10619,445,PP-01-130
10618,446,PP-01-131
10617,447,PP-01-132
10616,448,PP-01-133
10615,449,PP-01-134
10613,451,PP-01-136
10612,452,PP-01-137
10611,453,PP-01-138
10609,455,PP-01-140
10608,456,PP-01-141
10607,457,PP-01-142
10605,459,PP-01-144
11585,63,FCD-16
11192,282,FCD-25
7536,1109,CES/0126/107.0-6
7532,1110,CES/0126/107.0-7
7530,1111,CES/0126/107.0-8
7529,1112,CES/0126/107.0-9
7528,1113,CES/0126/107.0-10
7527,1114,CES/0126/107.0-11
7526,1115,CES/0126/107.0-12
7525,1116,CES/0126/107.0-13
7524,1117,CES/0126/107.0-14
7523,1118,CES/0126/107.0-15
7522,1119,CES/0126/107.0-16
7362,1122,CES/0126/107.0-19
7361,1123,CES/0126/107.0-20
7360,1124,CES/0126/107.0-21
7359,1125,CES/0126/107.0-22
7358,1126,CES/0126/107.0-23
11657,35,PA22-2
10396,522,PA22-15
10394,524,PA22-17
6500,1148,CES/0225/054-11
6225,1151,CES/0225/054-12
6011,1160,CES/0225/054-14
5555,1168,CES/0225/054-15
5554,1169,CES/0225/054-16
5553,1170,CES/0225/054-17
5552,1171,CES/0225/054-18
5551,1172,CES/0225/054-19
5250,1244,CES/0225/054-21
4702,1249,CES/0225/054-23
9566,622,CES/1225/104.1-10
9564,624,CES/1225/104.1-12
9562,626,CES/1225/104.1-14
9561,627,CES/1225/104.1-15
9560,628,CES/1225/104.1-16
9558,630,CES/1225/104.1-18
6925,1139,CES/0725/079-7
6924,1140,CES/0725/079-8
6923,1141,CES/0725/079-9
6922,1142,CES/0725/079-10
6920,1143,CES/0725/079-11
6914,1145,CES/0725/079-13
5530,1193,CES/0625/072-3
5529,1194,CES/0625/072-4
5528,1195,CES/0625/072-5
5527,1196,CES/0625/072-6
11385,147,CMJ-4
10098,533,CMJ-9
10096,535,CMJ-11
10095,536,CMJ-12
10094,537,CMJ-13
10093,538,CMJ-14
10089,539,CMJ-15
10088,540,CMJ-16
10087,541,CMJ-17
10086,542,CMJ-18
10081,547,CMJ-23
10080,548,CMJ-24
10079,549,CMJ-25
9041,955,CES/1225/110-4
9040,956,CES/1225/110-5
9038,958,CES/1225/110-7
9037,959,CES/1225/110-8
9036,960,CES/1225/110-9
9034,962,CES/1225/110-11
9033,963,CES/1225/110-12
9032,964,CES/1225/110-13
